cod_origen,cod_canonico,especie_origen,especie_canonica,cientifico_origen,cientifico_canonico,genero_canonico,accion,confianza,nota
Rc,Rc,Ribes cucullatum,Ribes cucullatum,Ribes cucullatum,Ribes cucullatum,Ribes,sin_cambio,alta,Sin observaciones
Xq,Xq,Ribes trilobum,Ribes trilobum,Ribes trilobum,Ribes trilobum,Ribes,sin_cambio,alta,Sin observaciones
A10,A10,Rica rica,Rica rica,Aloysia tarapacana,Aloysia tarapacana,Aloysia,sin_cambio,alta,Sin observaciones
NO,NO,roble,roble,Nothofagus obliqua,Nothofagus obliqua,Nothofagus,sin_cambio,alta,Sin observaciones
NM,NM,roble de santiago,roble de santiago,Nothofagus macrocarpa,Nothofagus macrocarpa,Nothofagus,sin_cambio,alta,Sin observaciones
rc,rc,romaza,romaza,Rumex crispus,Rumex crispus,Rumex,sin_cambio,alta,Sin observaciones
Rm,Rm,romerillo,romerillo,Baccharis linearis,Baccharis linearis,Baccharis,sin_cambio,alta,Sin observaciones
Rn,Rn,rosa mosqueta,rosa mosqueta,Rosa moschata,Rosa moschata,Rosa,sin_cambio,alta,Sin observaciones
Rh,Rh,Rosa rubiginosa,Rosa rubiginosa,Rosa rubiginosa,Rosa rubiginosa,Rosa,sin_cambio,alta,Sin observaciones
R4,R4,Rosa sp.,Rosa sp.,Rosa sp.,Rosa sp.,Rosa,sin_cambio,alta,Sin observaciones
r14,r14,Rostkovia magellanica,Rostkovia magellanica,Rostkovia magellanica,Rostkovia magellanica,Rostkovia,sin_cambio,alta,Sin observaciones
NR,NR,ruil,ruil,Nothofagus alessandrii,Nothofagus alessandrii,Nothofagus,sin_cambio,alta,Sin observaciones
r16,r16,Rumex sp.,Rumex sp.,Rumex sp.,Rumex sp.,Rumex,sin_cambio,alta,Sin observaciones
eB,eB,rumpa,rumpa,Eulychnia breviflora,Eulychnia breviflora,Eulychnia,sin_cambio,alta,Sin observaciones
eM,eM,rumpa,rumpa,Eulychnia morromorenoensis,Eulychnia morromorenoensis,Eulychnia,sin_cambio,alta,Sin observaciones
r11,r11,Ruppia filifolia,Ruppia filifolia,Ruppia filifolia,Ruppia filifolia,Ruppia,sin_cambio,alta,Sin observaciones
rq,rq,Rytidosperma sp.,Rytidosperma sp.,Rytidosperma sp.,Rytidosperma sp.,Rytidosperma,sin_cambio,alta,Sin observaciones
rv,rv,Rytidosperma virescens,Rytidosperma virescens,Rytidosperma virescens,Rytidosperma virescens,Rytidosperma,sin_cambio,alta,Sin observaciones
SS,SS,Salix sp.,Salix sp.,Salix sp.,Salix sp.,Salix,sin_cambio,alta,Sin observaciones
Ls,Ls,salvia macho,salvia macho,Lepechinia salviae,Lepechinia salviae,Lepechinia,sin_cambio,alta,Sin observaciones
R3,R3,Sarcocornia andina,Sarcocornia andina,Sarcocornia andina,Sarcocornia andina,Sarcocornia,sin_cambio,alta,Sin observaciones
S27,S27,Sarcocornia magellanica,Sarcocornia magellanica,Sarcocornia magellanica,Sarcocornia magellanica,Sarcocornia,sin_cambio,alta,Sin observaciones
wp,wp,Sarcocornia pulvinata,Sarcocornia pulvinata,Sarcocornia pulvinata,Sarcocornia pulvinata,Sarcocornia,sin_cambio,alta,Sin observaciones
SH,SH,sauce amargo,sauce amargo,Salix humboldtiana,Salix humboldtiana,Salix,sin_cambio,alta,Sin observaciones
SR,SR,sauce cabruno,sauce cabruno,Salix caprea,Salix caprea,Salix,sin_cambio,alta,Sin observaciones
SB,SB,sauce llorón,sauce llorón,Salix babylonica,Salix babylonica,Salix,sin_cambio,alta,Sin observaciones
SA,SA,sauce mimbre,sauce mimbre,Salix viminalis,Salix viminalis,Salix,sin_cambio,alta,Sin observaciones
Pl,Pl,sauco del diablo,sauco del diablo,Raukaua laetevirens,Raukaua laetevirens,Raukaua,sin_cambio,alta,Sin observaciones
So,So,Schinus patagonicus,Schinus patagonicus,Schinus patagonicus,Schinus patagonicus,Schinus,sin_cambio,alta,Sin observaciones
SI,SI,Schinus sp.,Schinus sp.,Schinus sp.,Schinus sp.,Schinus,sin_cambio,alta,Sin observaciones
s29,s29,Schoenoplectus californicus,Schoenoplectus californicus,Schoenoplectus californicus,Schoenoplectus californicus,Schoenoplectus,sin_cambio,alta,Sin observaciones
s28,s28,Schoenoplectus pungens,Schoenoplectus pungens,Schoenoplectus pungens,Schoenoplectus pungens,Schoenoplectus,sin_cambio,alta,Sin observaciones
sz,sz,Schoenus andinus,Schoenus andinus,Schoenus andinus,Schoenus andinus,Schoenus,sin_cambio,alta,Sin observaciones
s30,s30,Schoenus antarcticus,Schoenus antarcticus,Schoenus antarcticus,Schoenus antarcticus,Schoenus,sin_cambio,alta,Sin observaciones
sr1,sr1,Schoenus rhynchosporoides,Schoenus rhynchosporoides,Schoenus rhynchosporoides,Schoenus rhynchosporoides,Schoenus,sin_cambio,alta,Sin observaciones
ss1,ss1,Schoenus sp.,Schoenus sp.,Schoenus sp.,Schoenus sp.,Schoenus,sin_cambio,alta,Sin observaciones
s19,s19,Scirpus asper,Scirpus asper,Scirpus asper,Scirpus asper,Scirpus,sin_cambio,alta,Sin observaciones
sc,sc,Scirpus californicus,Scirpus californicus,Scirpus californicus,Scirpus californicus,Scirpus,sin_cambio,alta,Sin observaciones
s38,s38,Scirpus sp.,Scirpus sp.,Scirpus sp.,Scirpus sp.,Scirpus,sin_cambio,alta,Sin observaciones
n2,n2,Selliera radicans,Selliera radicans,Selliera radicans,Selliera radicans,Selliera,sin_cambio,alta,Sin observaciones
Sj,Sj,Senecio atacamensis,Senecio atacamensis,Senecio atacamensis,Senecio atacamensis,Senecio,sin_cambio,alta,Sin observaciones
S17,S17,Senecio bahioides,Senecio bahioides,Senecio bahioides,Senecio bahioides,Senecio,sin_cambio,alta,Sin observaciones
Xu,Xu,Senecio benaventianus,Senecio benaventianus,Senecio benaventianus,Senecio benaventianus,Senecio,sin_cambio,alta,Sin observaciones
Sb,Sb,Senecio brunonianus,Senecio brunonianus,Senecio brunonianus,Senecio brunonianus,Senecio,sin_cambio,alta,Sin observaciones
S25,S25,Senecio dryophyllus,Senecio dryophyllus,Senecio dryophyllus,Senecio dryophyllus,Senecio,sin_cambio,alta,Sin observaciones
De,De,Senecio eruciformis,Senecio eruciformis,Senecio eruciformis,Senecio eruciformis,Senecio,sin_cambio,alta,Sin observaciones
S28,S28,Senecio filaginoides,Senecio filaginoides,Senecio filaginoides,Senecio filaginoides,Senecio,sin_cambio,alta,Sin observaciones
Fr,Fr,Senecio francisci,Senecio francisci,Senecio francisci,Senecio francisci,Senecio,sin_cambio,alta,Sin observaciones
Nw,Nw,Senecio leucus,Senecio leucus,Senecio leucus,Senecio leucus,Senecio,sin_cambio,alta,Sin observaciones
S31,S31,Senecio oreophyton,Senecio oreophyton,Senecio oreophyton,Senecio oreophyton,Senecio,sin_cambio,alta,Sin observaciones
St,St,Senecio patagonicus,Senecio patagonicus,Senecio patagonicus,Senecio patagonicus,Senecio,sin_cambio,alta,Sin observaciones
S30,S30,Senecio proteus,Senecio proteus,Senecio proteus,Senecio proteus,Senecio,sin_cambio,alta,Sin observaciones
S26,S26,Senecio rosmarinus,Senecio rosmarinus,Senecio rosmarinus,Senecio rosmarinus,Senecio,sin_cambio,alta,Sin observaciones
S29,S29,Senecio saxicola,Senecio saxicola,Senecio saxicola,Senecio saxicola,Senecio,sin_cambio,alta,Sin observaciones
S22,S22,Senecio sinuatilobus,Senecio sinuatilobus,Senecio sinuatilobus,Senecio sinuatilobus,Senecio,sin_cambio,alta,Sin observaciones
Ss,Ss,Senecio sp.,Senecio sp.,Senecio sp.,Senecio sp.,Senecio,sin_cambio,alta,Sin observaciones
s32,s32,Senecio trifurcatus,Senecio trifurcatus,Senecio trifurcatus,Senecio trifurcatus,Senecio,sin_cambio,alta,Sin observaciones
SQ,SQ,sequoia,sequoia,Sequoia sempervirens,Sequoia sempervirens,Sequoia,sin_cambio,alta,Sin observaciones
Tr,Tr,sereno,sereno,Atriplex repanda,Atriplex repanda,Atriplex,sin_cambio,alta,Sin observaciones
Eo,Eo,siete camisas,siete camisas,Escallonia rubra,Escallonia rubra,Escallonia,sin_cambio,alta,Sin observaciones
pl,pl,siete venas,siete venas,Plantago lanceolata,Plantago lanceolata,Plantago,sin_cambio,alta,Sin observaciones
mo,mo,Sisymbrium officinale,Sisymbrium officinale,Sisymbrium officinale,Sisymbrium officinale,Sisymbrium,sin_cambio,alta,Sin observaciones
sb1,sb1,Solanum brachyantherum,Solanum brachyantherum,Solanum brachyantherum,Solanum brachyantherum,Solanum,sin_cambio,alta,Sin observaciones
dx,dx,sora,sora,Deyeuxia chrysantha,Deyeuxia chrysantha,Deyeuxia,sin_cambio,alta,Sin observaciones
Np,Np,sosa,sosa,Nolana peruviana,Nolana peruviana,Nolana,sin_cambio,alta,Sin observaciones
Wg,Wg,sosa,sosa,Suaeda foliosa,Suaeda foliosa,Suaeda,sin_cambio,alta,Sin observaciones
S2,S2,sosa alacranera,sosa alacranera,Sarcocornia neei,Sarcocornia neei,Sarcocornia,sin_cambio,alta,Sin observaciones
sd1,sd1,Spartina densiflora,Spartina densiflora,Spartina densiflora,Spartina densiflora,Spartina,sin_cambio,alta,Sin observaciones
sm,sm,Spergularia media,Spergularia media,Spergularia media,Spergularia media,Spergularia,sin_cambio,alta,Sin observaciones
s33,s33,Sphagnum magellanicum,Sphagnum magellanicum,Sphagnum magellanicum,Sphagnum magellanicum,Sphagnum,sin_cambio,alta,Sin observaciones
z1,z1,Sphagnum sp.,Sphagnum sp.,Sphagnum sp.,Sphagnum sp.,Sphagnum,sin_cambio,alta,Sin observaciones
s34,s34,Sticherus quadripartitus,Sticherus quadripartitus,Sticherus quadripartitus,Sticherus quadripartitus,Sticherus,sin_cambio,alta,Sin observaciones
s12,s12,Stipa annua,Stipa annua,Stipa annua,Stipa annua,Stipa,sin_cambio,alta,Sin observaciones
s13,s13,Stipa bomanii,Stipa bomanii,Stipa bomanii,Stipa bomanii,Stipa,sin_cambio,alta,Sin observaciones
sw,sw,Stipa chrysophylla,Stipa chrysophylla,Stipa chrysophylla,Stipa chrysophylla,Stipa,sin_cambio,alta,Sin observaciones
sf,sf,Stipa frigida,Stipa frigida,Stipa frigida,Stipa frigida,Stipa,sin_cambio,alta,Sin observaciones
sh,sh,Stipa lachnophylla,Stipa lachnophylla,Stipa lachnophylla,Stipa lachnophylla,Stipa,sin_cambio,alta,Sin observaciones
tn,tn,Stipa pogonathera,Stipa pogonathera,Stipa pogonathera,Stipa pogonathera,Stipa,sin_cambio,alta,Sin observaciones
s15,s15,Stipa pubiflora,Stipa pubiflora,Stipa pubiflora,Stipa pubiflora,Stipa,sin_cambio,alta,Sin observaciones
s26,s26,Stipa pungionata,Stipa pungionata,Stipa pungionata,Stipa pungionata,Stipa,sin_cambio,alta,Sin observaciones
zt,zt,Stipa sp.,Stipa sp.,Stipa sp.,Stipa sp.,Stipa,sin_cambio,alta,Sin observaciones
s35,s35,Stipa sp.,Stipa sp.,Stipa sp.,Stipa sp.,Stipa,sin_cambio,alta,Sin observaciones
N1,N1,Suaeda multiflora,Suaeda multiflora,Nolana crassulifolia,Nolana crassulifolia,Nolana,sin_cambio,alta,Sin observaciones
S24,S24,Suaeda multiflora,Suaeda multiflora,Suaeda multiflora,Suaeda multiflora,Suaeda,sin_cambio,alta,Sin observaciones
Nf,Nf,suspiro,suspiro,Nolana filifolia,Nolana filifolia,Nolana,sin_cambio,alta,Sin observaciones
Ga,Ga,suspiro,suspiro,Nolana glauca,Nolana glauca,Nolana,sin_cambio,alta,Sin observaciones
Nd,Nd,suspiro,suspiro,Nolana divaricata,Nolana divaricata,Nolana,sin_cambio,alta,Sin observaciones
Nr,Nr,suspiro,suspiro,Nolana rostrata,Nolana rostrata,Nolana,sin_cambio,alta,Sin observaciones
Ne,Ne,suspiro,suspiro,Nolana sedifolia,Nolana sedifolia,Nolana,sin_cambio,alta,Sin observaciones
Ns,Ns,suspiro,suspiro,Nolana leptophylla,Nolana leptophylla,Nolana,sin_cambio,alta,Sin observaciones
Lp,Lp,tabaco del diablo,tabaco del diablo,Lobelia polyphylla,Lobelia polyphylla,Lobelia,sin_cambio,alta,Sin observaciones
Le,Le,tabaco del diablo,tabaco del diablo,Lobelia excelsa,Lobelia excelsa,Lobelia,sin_cambio,alta,Sin observaciones
Dd,Dd,taique,taique,Desfontainia fulgens,Desfontainia fulgens,Desfontainia,sin_cambio,alta,Sin observaciones
L11,L11,Tajana,Tajana,Lophopappus tarapacanus,Lophopappus tarapacanus,Lophopappus,sin_cambio,alta,Sin observaciones
Wj,Wj,talhuén,talhuén,Trevoa quinquenervia,Trevoa quinquenervia,Trevoa,sin_cambio,alta,Sin observaciones
T2,T2,Tamarix aphylla,Tamarix aphylla,Tamarix aphylla,Tamarix aphylla,Tamarix,sin_cambio,alta,Sin observaciones
PT,PT,Tamarugo,Tamarugo,Prosopis tamarugo,Prosopis tamarugo,Prosopis,sin_cambio,alta,Sin observaciones
Fd,Fd,Tara,Tara,Fabiana densa,Fabiana densa,Fabiana,sin_cambio,alta,Sin observaciones
to,to,Taraxacum officinale,Taraxacum officinale,Taraxacum officinale,Taraxacum officinale,Taraxacum,sin_cambio,alta,Sin observaciones
an,an,teatina,teatina,Ammophila arenaria,Ammophila arenaria,Ammophila,sin_cambio,alta,Sin observaciones
Xo,Xo,tebo,tebo,Retanilla trinervia,Retanilla trinervia,Retanilla,sin_cambio,alta,Sin observaciones
Tt,Tt,tebo,tebo,Trevoa trinervis,Trevoa trinervis,Trevoa,sin_cambio,alta,Sin observaciones
To,To,teline,teline,Teline monspessulana,Teline monspessulana,Teline,sin_cambio,alta,Sin observaciones
bf,bf,tembladeras,tembladeras,Bromus setifolius,Bromus setifolius,Bromus,sin_cambio,alta,Sin observaciones
BC,BC,temu,temu,Blepharocalyx cruckshanksii,Blepharocalyx cruckshanksii,Blepharocalyx,sin_cambio,alta,Sin observaciones
LP,LP,tepa,tepa,Laurelia philippiana,Laurelia philippiana,Laurelia,sin_cambio,alta,Sin observaciones
TS,TS,tepú,tepú,Tepualia stipularis,Tepualia stipularis,Tepualia,sin_cambio,alta,Sin observaciones
t13,t13,Tessaria sp.,Tessaria sp.,Tessaria sp.,Tessaria sp.,Tessaria,sin_cambio,alta,Sin observaciones
Ts,Ts,Tetraglochin strictum,Tetraglochin strictum,Tetraglochin strictum,Tetraglochin strictum,Tetraglochin,sin_cambio,alta,Sin observaciones
Tn,Tn,Tetragonia angustifolia,Tetragonia angustifolia,Tetragonia angustifolia,Tetragonia angustifolia,Tetragonia,sin_cambio,alta,Sin observaciones
tc,tc,Tetragonia copiapina,Tetragonia copiapina,Tetragonia copiapina,Tetragonia copiapina,Tetragonia,sin_cambio,alta,Sin observaciones
tt,tt,Tetragonia macrocarpa,Tetragonia macrocarpa,Tetragonia macrocarpa,Tetragonia macrocarpa,Tetragonia,sin_cambio,alta,Sin observaciones
Tm,Tm,Tetragonia maritima,Tetragonia maritima,Tetragonia maritima,Tetragonia maritima,Tetragonia,sin_cambio,alta,Sin observaciones
t19,t19,Tetragonia pedunculata,Tetragonia pedunculata,Tetragonia pedunculata,Tetragonia pedunculata,Tetragonia,sin_cambio,alta,Sin observaciones
t26,t26,Tetroncium magellanicum,Tetroncium magellanicum,Tetroncium magellanicum,Tetroncium magellanicum,Tetroncium,sin_cambio,alta,Sin observaciones
CP,CP,tiaca,tiaca,Caldcluvia paniculata,Caldcluvia paniculata,Caldcluvia,sin_cambio,alta,Sin observaciones
Cm,Cm,tihuén,tihuén,Chusquea montana,Chusquea montana,Chusquea,sin_cambio,alta,Sin observaciones
Ch,Ch,tihuén,tihuén,Chusquea uliginosa,Chusquea uliginosa,Chusquea,sin_cambio,alta,Sin observaciones
Cg,Cg,tihuén,tihuén,Chusquea argentina,Chusquea argentina,Chusquea,sin_cambio,alta,Sin observaciones
tS,tS,Tillandsia sp.,Tillandsia sp.,Tillandsia sp.,Tillandsia sp.,Tillandsia,sin_cambio,alta,Sin observaciones
WT,WT,"tineo, tenio","tineo, tenio",Weinmannia trichosperma,Weinmannia trichosperma,Weinmannia,sin_cambio,alta,Sin observaciones
T5,T5,Tiquilia atacamensis,Tiquilia atacamensis,Tiquilia atacamensis,Tiquilia atacamensis,Tiquilia,sin_cambio,alta,Sin observaciones
T6,T6,Tiquilia grandiflora,Tiquilia grandiflora,Tiquilia grandiflora,Tiquilia grandiflora,Tiquilia,sin_cambio,alta,Sin observaciones
Tl,Tl,Tiquilia litoralis,Tiquilia litoralis,Tiquilia litoralis,Tiquilia litoralis,Tiquilia,sin_cambio,alta,Sin observaciones
Bt,Bt,Tola,Tola,Baccharis santelicis,Baccharis santelicis,Baccharis,sin_cambio,alta,Sin observaciones
Pt,Pt,Tola,Tola,Parastrephia teretiuscula,Parastrephia teretiuscula,Parastrephia,sin_cambio,alta,Sin observaciones
Pu,Pu,Tola de agua,Tola de agua,Parastrephia lucida,Parastrephia lucida,Parastrephia,sin_cambio,alta,Sin observaciones
ab,ab,topa topa,topa topa,Calceolaria biflora,Calceolaria biflora,Calceolaria,sin_cambio,alta,Sin observaciones
ty,ty,totora,totora,Typha angustifolia,Typha angustifolia,Typha,sin_cambio,alta,Sin observaciones
wo,wo,Totora,Totora,Schoenoplectus pungens,Schoenoplectus pungens,Schoenoplectus,sin_cambio,alta,Sin observaciones
Tq,Tq,tralhuén,tralhuén,Talguenea quinquenervia,Talguenea quinquenervia,Talguenea,sin_cambio,alta,Sin observaciones
Oa,Oa,traro,traro,Ovidia andina,Ovidia andina,Ovidia,sin_cambio,alta,Sin observaciones
tr,tr,trébol blanco,trébol blanco,Trifolium repens,Trifolium repens,Trifolium,sin_cambio,alta,Sin observaciones
DD,DD,trevo,trevo,Dasyphyllum diacanthoides,Dasyphyllum diacanthoides,Dasyphyllum,sin_cambio,alta,Sin observaciones
T8,T8,Trichocereus atacamensis,Trichocereus atacamensis,Trichocereus atacamensis,Trichocereus atacamensis,Trichocereus,sin_cambio,alta,Sin observaciones
eD,eD,Trichocereus deserticola,Trichocereus deserticola,Trichocereus deserticola,Trichocereus deserticola,Trichocereus,sin_cambio,alta,Sin observaciones
tN,tN,Trichocereus nigripilis,Trichocereus nigripilis,Trichocereus nigripilis,Trichocereus nigripilis,Trichocereus,sin_cambio,alta,Sin observaciones
ta1,ta1,Trifolium arvense,Trifolium arvense,Trifolium arvense,Trifolium arvense,Trifolium,sin_cambio,alta,Sin observaciones
t16,t16,Triglochin concinna,Triglochin concinna,Triglochin concinna,Triglochin concinna,Triglochin,sin_cambio,alta,Sin observaciones
ta,ta,Triglochin palustris,Triglochin palustris,Triglochin palustris,Triglochin palustris,Triglochin,sin_cambio,alta,Sin observaciones
t30,t30,Trisetum spicatum,Trisetum spicatum,Trisetum spicatum,Trisetum spicatum,Trisetum,sin_cambio,alta,Sin observaciones
tp,tp,Tropaeolum polyphyllum,Tropaeolum polyphyllum,Tropaeolum polyphyllum,Tropaeolum polyphyllum,Tropaeolum,sin_cambio,alta,Sin observaciones
t23,t23,Tropaeolum sp.,Tropaeolum sp.,Tropaeolum sp.,Tropaeolum sp.,Tropaeolum,sin_cambio,alta,Sin observaciones
bs,bs,tuca,tuca,Bromus berteroanus,Bromus berteroanus,Bromus,sin_cambio,alta,Sin observaciones
oM,oM,tunilla,tunilla,Opuntia miquelii,Opuntia miquelii,Opuntia,sin_cambio,alta,Sin observaciones
tO,tO,Tunilla soehrensii,Tunilla soehrensii,Tunilla soehrensii,Tunilla soehrensii,Tunilla,sin_cambio,alta,Sin observaciones
Lt,Lt,tupa,tupa,Lobelia tupa,Lobelia tupa,Lobelia,sin_cambio,alta,Sin observaciones
t18,t18,Typha domingensis,Typha domingensis,Typha domingensis,Typha domingensis,Typha,sin_cambio,alta,Sin observaciones
Ue,Ue,ulex,ulex,Ulex europaeus,Ulex europaeus,Ulex,sin_cambio,alta,Sin observaciones
EC,EC,ulmo,ulmo,Eucryphia cordifolia,Eucryphia cordifolia,Eucryphia,sin_cambio,alta,Sin observaciones
uu1,uu1,Urtica urens,Urtica urens,Urtica urens,Urtica urens,Urtica,sin_cambio,alta,Sin observaciones
vn,vn,Valeriana carnosa,Valeriana carnosa,Valeriana carnosa,Valeriana carnosa,Valeriana,sin_cambio,alta,Sin observaciones
va,va,Valeriana sp.,Valeriana sp.,Valeriana sp.,Valeriana sp.,Valeriana,sin_cambio,alta,Sin observaciones
Za,Za,varilla,varilla,Adesmia hystrix,Adesmia hystrix,Adesmia,sin_cambio,alta,Sin observaciones
Zs,Zs,varilla,varilla,Adesmia sp.,Adesmia sp.,Adesmia,sin_cambio,alta,Sin observaciones
Zg,Zg,varilla,varilla,Adesmia argentea,Adesmia argentea,Adesmia,sin_cambio,alta,Sin observaciones
Aq,Aq,varilla,varilla,Adesmia glutinosa,Adesmia glutinosa,Adesmia,sin_cambio,alta,Sin observaciones
Va,Va,varilla,varilla,Adesmia bedwellii,Adesmia bedwellii,Adesmia,sin_cambio,alta,Sin observaciones
Ap,Ap,varilla,varilla,Adesmia pedicellata,Adesmia pedicellata,Adesmia,sin_cambio,alta,Sin observaciones
sa,sa,vatro,vatro,Schoenoplectus americanus,Schoenoplectus americanus,Schoenoplectus,sin_cambio,alta,Sin observaciones
Vu,Vu,vautro,vautro,Baccharis concava,Baccharis concava,Baccharis,sin_cambio,alta,Sin observaciones
Br,Br,vautro chilca,vautro chilca,Baccharis rhomboidalis,Baccharis rhomboidalis,Baccharis,sin_cambio,alta,Sin observaciones
vt,vt,Verbascum thapsus,Verbascum thapsus,Verbascum thapsus,Verbascum thapsus,Verbascum,sin_cambio,alta,Sin observaciones
Vs,Vs,Verbena sp.,Verbena sp.,Verbena sp.,Verbena sp.,Verbena,sin_cambio,alta,Sin observaciones
ra,ra,vinagrillo,vinagrillo,Rumex acetosella,Rumex acetosella,Rumex,sin_cambio,alta,Sin observaciones
gv,gv,vira vira,vira vira,Gnaphalium viravira,Gnaphalium viravira,Gnaphalium,sin_cambio,alta,Sin observaciones
S11,S11,Viravira,Viravira,Senecio behnii,Senecio behnii,Senecio,sin_cambio,alta,Sin observaciones
T4,T4,Visavisa,Visavisa,Trixis cacalioides,Trixis cacalioides,Trixis,sin_cambio,alta,Sin observaciones
sv,sv,Vizcachera,Vizcachera,Stipa venusta,Stipa venusta,Stipa,sin_cambio,alta,Sin observaciones
vz,vz,Vulpia sp.,Vulpia sp.,Vulpia sp.,Vulpia sp.,Vulpia,sin_cambio,alta,Sin observaciones
f3,f3,Waiya,Waiya,Festuca deserticola,Festuca deserticola,Festuca,sin_cambio,alta,Sin observaciones
w3,w3,Werneria incisa,Werneria incisa,Werneria incisa,Werneria incisa,Werneria,sin_cambio,alta,Sin observaciones
w5,w5,Werneria sp.,Werneria sp.,Werneria sp.,Werneria sp.,Werneria,sin_cambio,alta,Sin observaciones
Ye,Ye,yegua,yegua,Proustia cinerea,Proustia cinerea,Proustia,sin_cambio,alta,Sin observaciones
G13,G13,yelmo,yelmo,Griselinia scandens,Griselinia scandens,Griselinia,sin_cambio,alta,Sin observaciones
ex,ex,Yerba de la plata,Yerba de la plata,Equisetum giganteum,Equisetum giganteum,Equisetum,sin_cambio,alta,Sin observaciones
z3,z3,Zameioscirpus gaimardiodes,Zameioscirpus gaimardiodes,Zameioscirpus gaimardiodes,Zameioscirpus gaimardiodes,Zameioscirpus,sin_cambio,alta,Sin observaciones
z2,z2,Zameioscirpus muticus,Zameioscirpus muticus,Zameioscirpus muticus,Zameioscirpus muticus,Zameioscirpus,sin_cambio,alta,Sin observaciones
Be,Be,zarcilla,zarcilla,Berberis empetrifolia,Berberis empetrifolia,Berberis,sin_cambio,alta,Sin observaciones
Ru,Ru,zarzamora,zarzamora,Rubus ulmifolius,Rubus ulmifolius,Rubus,sin_cambio,alta,Sin observaciones
